equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
124,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,290,11,1545,582873,2025-05-23 14:00:00,IoT
125,10,2025-05-10,10,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,309,14,1394,584818,2025-05-10 12:00:00,IoT
126,25,2025-05-25,25,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,302,17,1747,591434,2025-05-25 11:00:00,IoT
127,21,2025-05-21,21,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,361,11,1909,805941,2025-05-21 14:00:00,IoT
128,30,2025-05-30,30,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,334,21,1870,757266,2025-05-30 15:00:00,IoT
129,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,322,10,1535,618316,2025-05-08 16:00:00,IoT
130,2,2025-05-02,2,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,291,7,1541,452714,2025-05-02 16:00:00,IoT
131,1,2025-05-01,1,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,286,23,1667,849403,2025-05-01 13:00:00,IoT
132,7,2025-05-07,7,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,318,21,1630,596903,2025-05-07 16:00:00,IoT
133,8,2025-05-08,8,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,304,4,1889,919092,2025-05-08 08:00:00,IoT
134,27,2025-05-27,27,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,281,12,1448,419643,2025-05-27 06:00:00,IoT
135,19,2025-05-19,19,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,339,23,1485,649192,2025-05-19 13:00:00,IoT
136,18,2025-05-18,18,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,326,11,1368,664352,2025-05-18 13:00:00,IoT
137,7,2025-05-07,7,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,8,1834,684880,2025-05-07 17:00:00,IoT
138,1,2025-05-01,1,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,350,9,1751,847680,2025-05-01 16:00:00,IoT
139,6,2025-05-06,6,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,351,5,2018,970155,2025-05-06 11:00:00,IoT
140,13,2025-05-13,13,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,291,10,1435,750323,2025-05-13 11:00:00,IoT
141,1,2025-05-01,1,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,285,12,1528,539981,2025-05-01 11:00:00,IoT
142,19,2025-05-19,19,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,241,25,1333,521359,2025-05-19 11:00:00,IoT
143,8,2025-05-08,8,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,315,15,2038,860854,2025-05-08 08:00:00,IoT
144,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,339,12,2153,761559,2025-05-22 16:00:00,IoT
145,12,2025-05-12,12,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,274,17,1534,850705,2025-05-12 08:00:00,IoT
146,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,326,20,1881,796849,2025-05-24 18:00:00,IoT
147,26,2025-05-26,26,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,308,17,1563,642923,2025-05-26 14:00:00,IoT
148,17,2025-05-17,17,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,304,20,1888,608829,2025-05-17 06:00:00,IoT
149,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,296,13,1637,678565,2025-05-29 08:00:00,IoT
150,28,2025-05-28,28,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,277,19,1405,656286,2025-05-28 07:00:00,IoT
151,15,2025-05-15,15,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,278,21,1562,617802,2025-05-15 13:00:00,IoT
152,2,2025-05-02,2,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,313,11,1457,411413,2025-05-02 12:00:00,IoT
153,27,2025-05-27,27,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,327,16,2096,738288,2025-05-27 06:00:00,IoT
154,12,2025-05-12,12,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,314,4,1415,536185,2025-05-12 13:00:00,IoT
155,10,2025-05-10,10,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,309,15,1534,820390,2025-05-10 11:00:00,IoT
156,15,2025-05-15,15,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,275,14,1576,469724,2025-05-15 16:00:00,IoT
157,4,2025-05-04,4,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,290,10,1470,383383,2025-05-04 17:00:00,IoT
158,27,2025-05-27,27,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,299,20,1518,785446,2025-05-27 12:00:00,IoT
159,13,2025-05-13,13,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,289,9,1588,681328,2025-05-13 10:00:00,IoT
160,30,2025-05-30,30,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,282,3,1569,719802,2025-05-30 15:00:00,IoT
161,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,286,22,1552,517603,2025-05-08 13:00:00,IoT
162,22,2025-05-22,22,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,295,17,1589,523192,2025-05-22 12:00:00,IoT
163,8,2025-05-08,8,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,308,19,1698,629592,2025-05-08 08:00:00,IoT
164,10,2025-05-10,10,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,340,12,2095,868120,2025-05-10 09:00:00,IoT
165,29,2025-05-29,29,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,366,11,1913,916824,2025-05-29 10:00:00,IoT
166,2,2025-05-02,2,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,262,4,1418,495712,2025-05-02 13:00:00,IoT
167,12,2025-05-12,12,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,348,16,2068,867108,2025-05-12 17:00:00,IoT
168,14,2025-05-14,14,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,324,10,1694,832029,2025-05-14 13:00:00,IoT
169,28,2025-05-28,28,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,354,20,1673,792758,2025-05-28 06:00:00,IoT
170,14,2025-05-14,14,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,307,11,1268,451821,2025-05-14 09:00:00,IoT
171,7,2025-05-07,7,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,310,20,2030,894551,2025-05-07 07:00:00,IoT
172,24,2025-05-24,24,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,297,9,1496,520734,2025-05-24 07:00:00,IoT
173,26,2025-05-26,26,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,327,12,2045,809518,2025-05-26 11:00:00,IoT
174,30,2025-05-30,30,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,319,18,1548,661507,2025-05-30 17:00:00,IoT
175,30,2025-05-30,30,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,326,13,2003,825478,2025-05-30 14:00:00,IoT
176,25,2025-05-25,25,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,299,11,1573,588355,2025-05-25 10:00:00,IoT
177,12,2025-05-12,12,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,299,13,1350,646148,2025-05-12 18:00:00,IoT
178,30,2025-05-30,30,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,320,10,1811,573968,2025-05-30 15:00:00,IoT
179,24,2025-05-24,24,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,296,7,1541,718931,2025-05-24 10:00:00,IoT
180,7,2025-05-07,7,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,284,20,1645,728833,2025-05-07 13:00:00,IoT
181,21,2025-05-21,21,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,316,8,1850,807213,2025-05-21 13:00:00,IoT
182,24,2025-05-24,24,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,268,8,1684,886547,2025-05-24 13:00:00,IoT
183,30,2025-05-30,30,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,307,24,2068,717733,2025-05-30 07:00:00,IoT
184,2,2025-05-02,2,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,278,7,1418,435634,2025-05-02 17:00:00,IoT
185,1,2025-05-01,1,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,298,23,1391,365846,2025-05-01 15:00:00,IoT
186,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,312,20,1549,408247,2025-05-22 06:00:00,IoT
187,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,281,12,1535,644043,2025-05-18 14:00:00,IoT
188,1,2025-05-01,1,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,355,19,1891,756107,2025-05-01 07:00:00,IoT
189,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,299,11,1634,732339,2025-05-05 11:00:00,IoT
190,26,2025-05-26,26,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,303,10,1503,740647,2025-05-26 15:00:00,IoT
191,23,2025-05-23,23,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,343,15,1641,566611,2025-05-23 07:00:00,IoT
192,13,2025-05-13,13,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,300,25,1228,516919,2025-05-13 06:00:00,IoT
193,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,324,6,1522,573681,2025-05-06 15:00:00,IoT
194,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,294,11,1454,797158,2025-05-29 13:00:00,IoT
195,2,2025-05-02,2,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,335,4,2078,995441,2025-05-02 16:00:00,IoT
196,6,2025-05-06,6,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,293,25,1550,575597,2025-05-06 18:00:00,IoT
197,27,2025-05-27,27,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,299,21,1441,795676,2025-05-27 09:00:00,IoT
198,27,2025-05-27,27,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,369,7,1969,901245,2025-05-27 18:00:00,IoT
199,26,2025-05-26,26,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,310,6,2056,881329,2025-05-26 06:00:00,IoT
200,14,2025-05-14,14,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,301,13,1554,707986,2025-05-14 18:00:00,IoT
201,1,2025-05-01,1,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,350,14,1830,807217,2025-05-01 09:00:00,IoT
202,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,281,22,1599,599267,2025-05-18 07:00:00,IoT
203,10,2025-05-10,10,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,309,15,1842,840494,2025-05-10 08:00:00,IoT
204,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,307,6,1599,766030,2025-05-23 11:00:00,IoT
205,3,2025-05-03,3,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,328,7,1784,691435,2025-05-03 07:00:00,IoT
206,3,2025-05-03,3,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,298,16,1585,690843,2025-05-03 14:00:00,IoT
207,4,2025-05-04,4,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,302,22,1541,548792,2025-05-04 15:00:00,IoT
208,26,2025-05-26,26,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,270,5,1449,616955,2025-05-26 12:00:00,IoT
209,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,296,15,1633,688910,2025-05-24 16:00:00,IoT
210,6,2025-05-06,6,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,319,5,1737,808538,2025-05-06 08:00:00,IoT
211,6,2025-05-06,6,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,326,5,1753,803876,2025-05-06 18:00:00,IoT
212,12,2025-05-12,12,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,306,22,1660,859943,2025-05-12 15:00:00,IoT
213,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,288,13,1477,503548,2025-05-07 12:00:00,IoT
214,27,2025-05-27,27,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,321,16,1468,630803,2025-05-27 11:00:00,IoT
215,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,257,25,1353,434060,2025-05-27 15:00:00,IoT
216,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,311,25,1803,717320,2025-05-07 10:00:00,IoT
217,21,2025-05-21,21,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,271,15,1366,448580,2025-05-21 10:00:00,IoT
218,12,2025-05-12,12,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,265,20,1479,397166,2025-05-12 16:00:00,IoT
219,1,2025-05-01,1,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,330,12,1407,629876,2025-05-01 18:00:00,IoT
220,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,332,23,1504,761778,2025-05-27 08:00:00,IoT
221,10,2025-05-10,10,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,342,15,1678,771840,2025-05-10 18:00:00,IoT
222,3,2025-05-03,3,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,301,19,1498,455068,2025-05-03 14:00:00,IoT
223,30,2025-05-30,30,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,304,20,1318,588496,2025-05-30 17:00:00,IoT
224,20,2025-05-20,20,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,286,24,1596,630144,2025-05-20 16:00:00,IoT
225,12,2025-05-12,12,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,305,13,2088,909514,2025-05-12 18:00:00,IoT
226,26,2025-05-26,26,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,280,19,1425,635653,2025-05-26 09:00:00,IoT
227,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,268,17,1428,448073,2025-05-24 12:00:00,IoT
228,25,2025-05-25,25,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,304,18,1277,440431,2025-05-25 06:00:00,IoT
229,4,2025-05-04,4,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,328,7,1343,460853,2025-05-04 17:00:00,IoT
230,12,2025-05-12,12,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,329,14,1705,823214,2025-05-12 13:00:00,IoT
231,16,2025-05-16,16,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,316,12,1531,567200,2025-05-16 07:00:00,IoT
232,2,2025-05-02,2,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,281,8,1487,557337,2025-05-02 16:00:00,IoT
233,30,2025-05-30,30,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,293,13,1544,889359,2025-05-30 08:00:00,IoT
234,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,284,23,1507,496705,2025-05-18 08:00:00,IoT
235,22,2025-05-22,22,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,271,16,1401,635706,2025-05-22 15:00:00,IoT
236,13,2025-05-13,13,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,327,25,1905,845932,2025-05-13 18:00:00,IoT
237,26,2025-05-26,26,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,253,13,1474,399010,2025-05-26 11:00:00,IoT
238,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,296,23,1571,756630,2025-05-07 14:00:00,IoT
239,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,309,14,1500,459890,2025-05-11 11:00:00,IoT
240,28,2025-05-28,28,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,262,21,1352,590827,2025-05-28 15:00:00,IoT
241,3,2025-05-03,3,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,280,6,1530,725080,2025-05-03 10:00:00,IoT
242,6,2025-05-06,6,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,318,22,2061,903666,2025-05-06 12:00:00,IoT
243,5,2025-05-05,5,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,297,20,1395,655155,2025-05-05 16:00:00,IoT
244,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,295,7,1542,856713,2025-05-23 10:00:00,IoT
245,6,2025-05-06,6,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,309,18,1327,588239,2025-05-06 06:00:00,IoT
